year,January 2d,January 3d,January 22d,January 23d,February 2d,February 3d,February 22d,February 23d,March 2d,March 3d,March 22d,March 23d,April 2d,April 3d,April 22d,April 23d,May 2d,May 3d,May 22d,May 23d,June 2d,June 3d,June 22d,June 23d,July 2d,July 3d,July 22d,July 23d,August 2d,August 3d,August 22d,August 23d,September 2d,September 3d,September 22d,September 23d,October 2d,October 3d,October 22d,October 23d,November 2d,November 3d,November 22d,November 23d,December 2d,December 3d,December 22d,December 23d
1872,1.0276345818738264e-07,8.423234021393e-08,4.885475846094778e-08,5.8962640991921944e-08,9.097092856791278e-08,7.412446478838319e-08,1.1118669362986111e-07,6.570122934590472e-08,1.2466387033782667e-07,3.5209120596846333e-07,8.59169873024257e-08,8.254769312543431e-08,1.6846468042786e-07,1.26348510320895e-07,8.254769312543431e-08,8.760163439092139e-08,1.0950204654136542e-07,8.59169873024257e-08,9.097092856791278e-08,9.939416401039125e-08,1.2803316451481805e-07,1.1960992196691222e-07,9.097092856791278e-08,9.602486983339986e-08,1.4993356955983472e-07,1.0107881109888694e-07,9.265557565640847e-08,8.423234021393e-08,6.738587643440042e-08,6.233193516891333e-08,7.917840605387028e-08,6.401658225740903e-08,8.760163439092139e-08,7.24398176998875e-08,7.917840605387028e-08,6.738587643440042e-08,4.2116170106965e-08,9.097092856791278e-08,5.222405263793917e-08,6.233193516891333e-08,9.939416401039125e-08,9.602486983339986e-08,3.369293821720021e-08,7.917840605387028e-08,8.59169873024257e-08,1.0276345818738264e-07,5.390869972643486e-08,6.570122934590472e-08
1873,6.376640726557525e-08,7.030655524431495e-08,7.357662212825744e-08,4.41459739874972e-08,5.559122939757799e-08,8.992698496967932e-08,6.04963332762054e-08,5.559122939757799e-08,1.3897806638851762e-07,2.501605251836736e-07,7.194158513357252e-08,8.175180710168206e-08,1.1772259966846832e-07,1.0791238480578613e-07,1.0791238480578613e-07,7.848173311231221e-08,9.48320959537341e-08,1.2589778464189294e-07,8.338684409636699e-08,6.04963332762054e-08,7.684669611762729e-08,5.559122939757799e-08,8.502188109105191e-08,1.0137223682704644e-07,1.5696346622462443e-07,1.226277106525231e-07,5.068611841352322e-08,3.760582956147118e-08,7.194158513357252e-08,5.232115540820814e-08,5.3956192402893066e-08,6.213137027089033e-08,9.319705895904917e-08,7.030655524431495e-08,5.7226262839549236e-08,8.502188109105191e-08,6.04963332762054e-08,5.559122939757799e-08,5.068611841352322e-08,6.540144426026018e-08,5.068611841352322e-08,6.867151824963003e-08,5.7226262839549236e-08,9.156202196436425e-08,7.030655524431495e-08,8.665691098030948e-08,6.213137027089033e-08,7.521165912294236e-08
1874,1.1544308620159427e-07,9.595269290230135e-08,8.845638888033136e-08,7.646229960300843e-08,1.3493347239545983e-07,8.096008485836137e-08,9.89512116689184e-08,6.746673619772992e-08,2.3238543178649707e-07,2.623706336635223e-07,7.346378083639138e-08,6.896599558103844e-08,1.274371754789172e-07,1.1544308620159427e-07,1.0494825630757987e-07,6.146969155906845e-08,1.649186884833398e-07,1.2144012373482838e-07,7.646229960300843e-08,1.1394381971285839e-07,1.3793199116207688e-07,1.2443864250144543e-07,1.1394381971285839e-07,9.445343351899282e-08,1.5292459920601686e-07,1.1094530094624133e-07,8.995564826363989e-08,6.896599558103844e-08,1.1244456032954986e-07,1.1844160496821132e-07,5.097486877048141e-08,9.89512116689184e-08,1.2593791609560867e-07,9.595269290230135e-08,8.24593442416699e-08,5.697190985642919e-08,5.2474128153789934e-08,1.229393831181369e-07,8.395860362497842e-08,9.595269290230135e-08,8.995564826363989e-08,2.0689799384854268e-07,6.146969155906845e-08,6.896599558103844e-08,6.896599558103844e-08,1.064475156908884e-07,7.046526206977433e-08,6.296895804780434e-08
1875,1.1114587294969169e-07,8.595281286716272e-08,5.1868074280037035e-08,5.9277802222368337e-08,5.1868074280037035e-08,7.113335698250012e-08,8.447086230489731e-08,6.37236325928825e-08,1.230014419206782e-07,1.8820701086497138e-07,9.039864323767688e-08,7.113335698250012e-08,1.1855560444473667e-07,9.632642417045645e-08,4.297640643358136e-08,1.0225420510323602e-07,1.0966392949285364e-07,1.0077226164639796e-07,1.2003754079614737e-07,8.002503193438315e-08,1.230014419206782e-07,1.0077226164639796e-07,5.1868074280037035e-08,6.668752661198596e-08,1.3782089069991343e-07,1.2448337827208888e-07,5.7795855212816605e-08,5.483196474642682e-08,7.85430884775451e-08,8.298891884805926e-08,5.038613082319898e-08,5.483196474642682e-08,9.929031818955991e-08,8.002503193438315e-08,5.631391175597855e-08,5.7795855212816605e-08,7.706113791527969e-08,7.409725100160358e-08,4.445834989041941e-08,5.631391175597855e-08,1.2003754079614737e-07,7.706113791527969e-08,4.890418381364725e-08,9.48444807136184e-08,1.0225420510323602e-07,9.929031818955991e-08,7.85430884775451e-08,6.224168913604444e-08
1876,8.177917720786354e-08,9.164907766034958e-08,9.164907766034958e-08,7.754921682590066e-08,1.2548873939977057e-07,1.1138887856532165e-07,1.2548873939977057e-07,7.613923003191303e-08,2.622573447297327e-07,2.7353723908163374e-07,1.1984879222382006e-07,1.43818553510755e-07,2.975070003685687e-07,1.2407875260578294e-07,1.0433895170081087e-07,1.3676861954081687e-07,1.6073838082775183e-07,2.3264765047770197e-07,8.45991507958388e-08,1.1843880542983243e-07,1.7201826096879813e-07,1.593283940337642e-07,1.0715891818335876e-07,1.4099857992277975e-07,1.861181289086744e-07,2.5802739855862455e-07,1.5791840723977657e-07,1.43818553510755e-07,1.5086847326983843e-07,1.381786063348045e-07,1.226687658117953e-07,1.1138887856532165e-07,1.8329815532069915e-07,1.381786063348045e-07,1.32538659158854e-07,1.0715891818335876e-07,1.0856890497734639e-07,1.0433895170081087e-07,5.357945909167938e-08,7.613923003191303e-08,1.226687658117953e-07,1.1984879222382006e-07,8.600913048439907e-08,9.869900452486036e-08,9.30590644543372e-08,1.2125877901780768e-07,6.203937630289147e-08,1.1843880542983243e-07
1877,6.858701340206608e-08,8.71626610887688e-08,5.144026005154956e-08,4.5724675601377385e-08,9.716493565292694e-08,5.286915438773576e-08,5.572695016553553e-08,4.000909115120521e-08,1.4288960414887697e-07,2.2147889922052855e-07,8.71626610887688e-08,8.859156253038236e-08,1.3145844945938734e-07,9.716493565292694e-08,1.0430941443928532e-07,7.858928796622422e-08,1.0859610455327129e-07,9.002045686656857e-08,5.8584738837907935e-08,5.286915438773576e-08,1.1002499888945749e-07,1.1288279466725726e-07,8.859156253038236e-08,7.001590773825228e-08,1.3431623813175975e-07,1.0573830877547152e-07,1.1431168900344346e-07,9.859382998911315e-08,6.715811906587987e-08,5.572695016553553e-08,5.572695016553553e-08,3.572240103721924e-08,9.002045686656857e-08,8.57337667525826e-08,4.429578126519118e-08,3.7151298926119125e-08,4.5724675601377385e-08,1.0573830877547152e-07,7.287370351605205e-08,5.572695016553553e-08,9.144935120275477e-08,8.71626610887688e-08,4.858246782646347e-08,6.572922472969367e-08,9.144935120275477e-08,6.572922472969367e-08,4.28668833762913e-08,5.8584738837907935e-08
1878,7.87867406870646e-08,6.515057293654536e-08,4.0908499698844025e-08,5.757492260727304e-08,6.21203142259219e-08,7.87867406870646e-08,8.939264262153301e-08,5.1514405186026124e-08,1.3030114587309072e-07,1.621188658873507e-07,5.9090051962584766e-08,6.818083164716882e-08,1.0302881037205225e-07,1.1514984521454608e-07,9.090777552955842e-08,9.999855166142879e-08,9.545316004277993e-08,7.121109035779227e-08,8.33321252002861e-08,6.363544002851995e-08,1.060590690826757e-07,1.4696756522880605e-07,9.545316004277993e-08,6.515057293654536e-08,9.242290133215647e-08,8.33321252002861e-08,9.999855166142879e-08,1.0757420199070111e-07,7.424134906841573e-08,1.1211958650392262e-07,4.9999275830714396e-08,6.06051813178965e-08,5.757492260727304e-08,9.090777552955842e-08,5.302953454133785e-08,5.454466389664958e-08,7.727160777903919e-08,5.757492260727304e-08,2.727233194832479e-08,5.454466389664958e-08,9.090777552955842e-08,5.454466389664958e-08,6.06051813178965e-08,6.515057293654536e-08,8.939264262153301e-08,6.515057293654536e-08,7.87867406870646e-08,5.1514405186026124e-08
1879,6.26993710284296e-08,8.748749991127625e-08,4.957624710755226e-08,4.665999853159519e-08,7.436437243768523e-08,5.249249923622301e-08,1.1664999988170166e-07,4.228562389130275e-08,1.9684686947130103e-07,4.4181186353853263e-07,1.1664999988170166e-07,9.331999706319039e-08,1.70600614524119e-07,1.2977312735529267e-07,1.1373374775303091e-07,1.0498499847244602e-07,1.1519187381736629e-07,1.3414749844287144e-07,1.1227562168869554e-07,9.331999706319039e-08,1.3560561740177945e-07,1.9247249838372227e-07,7.728062456635598e-08,9.915249421510453e-08,1.7789123774036852e-07,1.8080748986903927e-07,7.728062456635598e-08,7.290624637334986e-08,8.019686958959937e-08,1.1081749562436016e-07,8.45712477826055e-08,9.186187099885501e-08,9.331999706319039e-08,1.443543737877917e-07,7.436437243768523e-08,1.1664999988170166e-07,8.894561887018426e-08,6.707374922143572e-08,7.144812030901448e-08,7.436437243768523e-08,1.2831499418552994e-07,9.186187099885501e-08,5.6866873876515456e-08,9.623624919186113e-08,1.2102437096928043e-07,1.006106202794399e-07,8.165499565393475e-08,5.540874781218008e-08
1880,1.1802965360629969e-07,6.084002990291992e-08,4.38048211037767e-08,1.1437925451218689e-07,9.734404216032999e-08,8.274243867845144e-08,1.2168005980583985e-07,7.057442985569651e-08,1.8860409056742355e-07,3.17584948561489e-07,6.327363166747091e-08,1.4601606324049499e-07,1.3749846061728022e-07,1.533168756395753e-07,7.179123429068568e-08,1.2168005980583985e-07,1.3263125708817824e-07,1.3263125708817824e-07,1.0707844921853393e-07,1.2898085799406545e-07,1.192464509358615e-07,1.8373688703832158e-07,1.3384806152316742e-07,1.119456527476359e-07,1.642680729219137e-07,1.7035208088600484e-07,1.0951205098308492e-07,1.228968500299743e-07,9.12600413016662e-08,9.4910440395779e-08,7.179123429068568e-08,9.4910440395779e-08,8.639283777256423e-08,1.2776405355907627e-07,6.327363166747091e-08,1.0707844921853393e-07,8.76096422075534e-08,1.0221124568943196e-07,5.962322546793075e-08,7.057442985569651e-08,9.856084659531916e-08,7.057442985569651e-08,6.205682723248174e-08,8.639283777256423e-08,1.1316245007719772e-07,1.2776405355907627e-07,6.327363166747091e-08,9.4910440395779e-08
1881,7.132003787546637e-08,7.857291706159231e-08,6.044070488542275e-08,2.5385096691366016e-08,7.494647746852934e-08,7.494647746852934e-08,1.208814097708455e-07,7.132003787546637e-08,1.607722879271023e-07,2.2604824323479988e-07,6.890240911161527e-08,8.58258033531456e-08,1.619810916508868e-07,1.6439872752016527e-07,1.0395801552931516e-07,1.4989295493705868e-07,2.0428959146556736e-07,2.2000418198331317e-07,1.1483734851935878e-07,9.30786896446989e-08,2.1033366692790878e-07,1.2692548523318692e-07,9.428750757933813e-08,7.857291706159231e-08,3.034123494671803e-07,2.0549840940020658e-07,1.1121090182086846e-07,7.252884870467824e-08,8.219936376008263e-08,1.1604615934857065e-07,6.890240911161527e-08,9.186987881548703e-08,1.365960002885913e-07,1.208814097708455e-07,8.34081745892945e-08,8.945225005163593e-08,1.0033157593625219e-07,8.945225005163593e-08,6.044070488542275e-08,8.58258033531456e-08,1.4868413700241945e-07,8.58258033531456e-08,6.648478034776417e-08,8.58258033531456e-08,9.186987881548703e-08,1.3176074276088912e-07,7.132003787546637e-08,1.0154038676546406e-07
1882,9.556263336207849e-08,9.901670239287341e-08,4.83569948528384e-08,9.09572008822579e-08,9.67139897056768e-08,1.5658454799449828e-07,1.4046555918412196e-07,9.09572008822579e-08,2.5675259962554264e-07,4.513319424859219e-07,1.0016805873647172e-07,1.6118998757974623e-07,1.0016805873647172e-07,1.6118998757974623e-07,1.2664926885008754e-07,9.556263336207849e-08,1.646440495051138e-07,1.4622233379668614e-07,1.4852506069473748e-07,9.556263336207849e-08,1.899739032751313e-07,1.899739032751313e-07,1.416169084222929e-07,1.5773591144352395e-07,2.383308981279697e-07,2.1415240780697786e-07,1.2089248002666864e-07,1.1398434196507878e-07,1.335574069116774e-07,1.3010334498630982e-07,1.1513569830867709e-07,8.059499378987312e-08,9.901670239287341e-08,8.059499378987312e-08,6.908142324846267e-08,9.441127701848018e-08,7.138413593565929e-08,1.1398434196507878e-07,1.1398434196507878e-07,7.714091765365083e-08,1.588872606816949e-07,1.1513569830867709e-07,5.8719209050650534e-08,1.0247077142366834e-07,2.59055326523594e-07,1.450709845585152e-07,9.78653460492751e-08,1.0477349121629231e-07
1883,6.769597149514084e-08,1.1487801288012633e-07,4.9233435106543766e-08,6.872166835591997e-08,1.2616067124326946e-07,7.179875893825738e-08,1.0359534741155585e-07,8.205572044062137e-08,1.2923776182560687e-07,1.9283095298305852e-07,9.026129532685445e-08,9.538977963075013e-08,1.2513497438249033e-07,1.3846903357261908e-07,9.231268904841272e-08,8.820990160529618e-08,1.0256965055077671e-07,1.1590370974090547e-07,1.0051825682921844e-07,1.107752254370098e-07,1.3744333671183995e-07,1.0667243799389325e-07,8.923559846607532e-08,9.74411733523084e-08,1.507773959019687e-07,1.2308358066093206e-07,9.538977963075013e-08,8.923559846607532e-08,1.4564891159807303e-07,1.2000649007859465e-07,9.436408276997099e-08,5.84647033008423e-08,1.2513497438249033e-07,1.2923776182560687e-07,1.0256965055077671e-07,8.103002357984224e-08,9.436408276997099e-08,1.2205788380015292e-07,6.769597149514084e-08,7.282445579903651e-08,9.231268904841272e-08,8.205572044062137e-08,3.795077319068696e-08,6.66702746343617e-08,8.30814173014005e-08,1.1795510346246374e-07,6.974736521669911e-08,5.333621899694663e-08
1884,2.7480098196974723e-07,1.287453414988704e-07,6.924119588802569e-08,5.1930896916019265e-08,1.0386179383203853e-07,1.0277990014628813e-07,1.53628903376557e-07,1.3415481703304977e-07,3.202405309821188e-07,4.4141262378616375e-07,1.7526677709156502e-07,1.3631860440455057e-07,2.4342608639926766e-07,1.9582276422625e-07,1.3090914308122592e-07,1.3631860440455057e-07,1.9257707606357144e-07,2.4342608639926766e-07,2.1962441110190412e-07,1.287453414988704e-07,2.650639601142757e-07,2.9860265726711077e-07,2.044779137122532e-07,1.601202654910594e-07,3.3105948205047753e-07,2.423441856080899e-07,2.509993350940931e-07,1.8933138790089288e-07,1.5687459153923555e-07,1.2333588017554575e-07,1.4280996651905298e-07,1.1251694331804174e-07,1.514651160050562e-07,1.579564781195586e-07,2.3909851165626606e-07,1.0602558120353933e-07,1.3415481703304977e-07,4.089558274245064e-07,1.2658156833822432e-07,1.1359883700379214e-07,1.0494368751778893e-07,1.3848239177605137e-07,1.0061611277478733e-07,1.0169800646053773e-07,2.0555980029257626e-07,1.0169800646053773e-07,5.409468428752007e-08,9.845232540328652e-08
1885,8.567657516778127e-08,6.119755369127233e-08,5.7859509183799673e-08,4.3394631887849755e-08,7.566243453993593e-08,7.121170142454503e-08,1.1571901836759935e-07,6.676096830915412e-08,1.7802925356136257e-07,2.7928339818572567e-07,1.1015560374971756e-07,1.3129657361332647e-07,1.5243755058236275e-07,1.390853583416174e-07,9.791608590603573e-08,1.0681755213681754e-07,1.3240925511581736e-07,1.6801510582808987e-07,1.924941273045988e-07,1.390853583416174e-07,1.7246584604890813e-07,2.5257901370423497e-07,1.2684584760336293e-07,1.1683169987009023e-07,2.0584631954534416e-07,2.0362095654036239e-07,1.2128242588005378e-07,1.5466291358734452e-07,1.201697443775629e-07,8.23385306603086e-08,8.345121216279949e-08,7.566243453993593e-08,7.78877975449177e-08,1.0793023363930843e-07,1.1126828525220844e-07,7.232438292703591e-08,1.0681755213681754e-07,9.012730828317217e-08,4.673267994803609e-08,6.119755369127233e-08,1.2684584760336293e-07,7.34370644295268e-08,4.673267994803609e-08,9.457804139856307e-08,1.2684584760336293e-07,1.0459218913183577e-07,6.008487218878145e-08,6.564828680666324e-08
1886,9.825338764812841e-08,1.1266388355579693e-07,4.84716728976764e-08,6.157212339985563e-08,9.563329683714983e-08,6.026208154708002e-08,9.69433457953528e-08,1.2183420494693564e-07,2.1484740386767953e-07,7.139746003304026e-07,1.7947618857760972e-07,1.0480361822828854e-07,1.951967334434812e-07,2.0960723645657708e-07,1.5720542023700546e-07,1.8340632834679127e-07,1.9126659367429966e-07,2.39738255913835e-07,1.6637574162814417e-07,1.2314424679971125e-07,1.5065519676227268e-07,2.9476015583895787e-07,2.1877754363686108e-07,1.7947618857760972e-07,3.0131039352454536e-07,2.371181722082838e-07,1.4541501514031552e-07,2.030569987709896e-07,1.7554604880842817e-07,1.2445428865248687e-07,1.5065519676227268e-07,6.943239583279137e-08,9.563329683714983e-08,1.192141070305297e-07,1.2576433050526248e-07,1.2052416309416003e-07,1.2838442842166842e-07,1.5065519676227268e-07,7.336252849654556e-08,7.598261930752415e-08,1.2052416309416003e-07,9.956343660633138e-08,7.860271011850273e-08,8.253284988768428e-08,1.139739325139999e-07,1.860264120523425e-07,1.0480361822828854e-07,1.0742370193383977e-07
1887,7.017967362799027e-08,6.066378688274199e-08,7.136915769478946e-08,8.802196305168764e-08,1.2608551003268076e-07,6.780069838896452e-08,1.4987523400122882e-07,6.185327094954118e-08,2.712027935558581e-07,3.3067709637180087e-07,8.564298781266189e-08,1.0348527723635925e-07,1.546331702684256e-07,1.4154882421735238e-07,1.2013808259325742e-07,1.1062219584800914e-07,1.3084346051073226e-07,1.0467476130315845e-07,1.4392780656180548e-07,1.867492898099954e-07,1.867492898099954e-07,1.7485443493114872e-07,1.1656962328743248e-07,1.1181167991480834e-07,2.141074730843684e-07,2.2243386865739012e-07,1.248960188604542e-07,1.1062219584800914e-07,1.0943270467578259e-07,1.248960188604542e-07,1.6414905701367388e-07,7.017967362799027e-08,8.32640196790635e-08,9.872733386373511e-08,1.070537365421842e-07,1.0348527723635925e-07,1.2608551003268076e-07,7.136915769478946e-08,6.185327094954118e-08,1.0943270467578259e-07,7.493761700061441e-08,1.2013808259325742e-07,4.7579437278955083e-08,5.4716352337891294e-08,1.1656962328743248e-07,9.872733386373511e-08,4.7579437278955083e-08,7.374812582838786e-08
1888,1.138494170049853e-07,8.269063300758717e-08,9.347636620304911e-08,1.2942881255639804e-07,1.0546051498749875e-07,1.0306368380952335e-07,1.6058760365922353e-07,1.2463515020044724e-07,1.953416273181574e-07,2.516671315788699e-07,1.4021455285728734e-07,1.0186526822053565e-07,2.396829756889929e-07,1.3781772167931194e-07,1.6058760365922353e-07,1.4261136982440803e-07,2.16913107919936e-07,2.04928952030059e-07,1.8575431681711052e-07,1.2103990343348414e-07,1.8695273240609822e-07,2.04928952030059e-07,1.6897649857128272e-07,1.4620661659137113e-07,2.396829756889929e-07,2.109210299749975e-07,1.5100027894732193e-07,1.5459552571428503e-07,1.6058760365922353e-07,1.2343673461145954e-07,1.114525858270099e-07,1.2583356578943494e-07,1.3542089050133654e-07,1.4740503218035883e-07,1.3901613726829964e-07,8.868270384709831e-08,1.1984148784449644e-07,1.4141295423542033e-07,1.0186526822053565e-07,1.186430793609361e-07,1.4500820100238343e-07,1.3542089050133654e-07,8.388904149114751e-08,1.4860344776934653e-07,1.7257174533824582e-07,1.4021455285728734e-07,1.2463515020044724e-07,1.2942881255639804e-07
